Grundstueck-Nummer;EGID;Gebaeude-Koordinate X;Gebaeude-Koordinate Y;Gebaeude-Baujahr;Gebaeude-Kategorie;Gebaeude-Klasse-Nummer;Gebaeude-Klasse;Gebaeude-Flaeche;Gebaeude-Geschosse;Gebaeude-Strasse;Gebaeude-Hausnummer;Gebaeude-PLZ;Gebaeude-Ort
3639;160 004 486;2759190;1191354;2005;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1923;5;Oberalpstrasse;10;7000;Chur
10192;190 019 313;2759864;1192736;2003;116  ;Anz. separate Wohnräume;  ;116;2;Kantenstrasse;24;7000;Chur
1640;001 740 933;2759199;1191498;1911;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;154;3;Nordstrasse;15;7000;Chur
2855;001 738 650;2759778;1190794; ;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;99  ;Gebäude mit zwei Wohnungen;4;Süsswinkelgasse;11;7000;Chur
1438;001 738 888;2759500;1191103;1952;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse; ; ;Gäuggelistrasse;10;7000;Chur
2492;001 739 228;2759283;1190610;1755;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 242; ;4;Welschdörfli;23;7000;Chur
6431;001 741 393;2758314;1191674;1982;73  ;Anz. separate Wohnräume;  ;73;2;Anemonenweg;6;7000;Chur
6559;001 739 200;2759832;1190302;1990;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;81  ;Gebäude mit zwei Wohnungen;5;Susenbühlstrasse;57;7000;Chur
3008;001 738 678;2759683;1190751;1963;326  ;Anz. separate Wohnräume;  ;326;5;Poststrasse;37;7000;Chur
7046;003 156 597;2758638;1192353;1997;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;531;7;Scalettastrasse;144;7000;Chur
0;001 739 214;2759386;1190614;1853;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 203; ;5;Welschdörfli;1739214;7000;Chur
8903;001 741 344;2758572;1191740;1947;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;309;4;Fortunastrasse;1;7000;Chur
1006;190 009 869;2759351;1192005;2002;1589  ;Anz. separate Wohnräume;  ;1589;4;Aspermontstrasse;1;7000;Chur
5769;001 739 599;2759641;1192745;1974;153  ;Anz. separate Wohnräume;  ;153;1;Schellenbergstrasse;35;7000;Chur
7289;190 062 776;2760365;1192678;2004;116  ;Anz. separate Wohnräume;  ;116;2;Tellostrasse;14;7000;Chur
5001;001 741 422;2758378;1191811;1962;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;364;3;Anemonenweg;25;7000;Chur
10840;160 004 445;2759797;1193858;2004;135  ;Anz. separate Wohnräume;  ;135;2;Dammweg;14;7000;Chur
1459;001 738 687;2759466;1190802;1860;245 0;Anz. separate Wohnräume;0 ;245;4;Grabenstrasse;40;7000;Chur
3610;001 740 728;2759537;1191731;1932;70 1;Anz. separate Wohnräume;1 ;70;2;Amselweg;2;7000;Chur
1380;190 012 285;2759110;1191012;2002;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;796;6;Gäuggelistrasse;52;7000;Chur
10063;001 741 436;2758257;1191769;1956;51 3;Anz. separate Wohnräume;3 ;51;2;Giacomettistrasse;8;7000;Chur
2955;001 738 693;2759709;1190986;1626;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;242;7;Storchengasse;7;7000;Chur
10710;160 004 451;2759834;1192239;2004;66  ;Anz. separate Wohnräume;  ;66;2;Masanserstrasse;144;7000;Chur
1304;001 741 350;2758506;1191731;1907;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;85;3;Fortunastrasse;14;7000;Chur
11681;160 013 663;2759746;1192587;2009;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;314;5;Schellenbergstrasse;16;7000;Chur
4180;001 741 378;2758351;1191544;1946;107  ;Anz. separate Wohnräume;  ;107;2;Untere Plessurstrasse;110;7000;Chur
4606;001 740 066;2760517;1191905;1954;68  ;Anz. separate Wohnräume;  ;68;2;Plantaweg;7;7000;Chur
6478;001 740 700;2760897;1191889;1984;104 1;Anz. separate Wohnräume;1 ;104;2;Teuchelweg;57;7000;Chur
1451;001 738 863;2759313;1190791;1873;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;172;4;Obere Plessurstrasse;25;7000;Chur
10706;160 004 479;2759799;1193894;2003;85  ;Anz. separate Wohnräume;  ;85;2;Dammweg;30;7000;Chur
1497;001 738 877;2759257;1190915;1895;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;226;4;Obere Plessurstrasse;42;7000;Chur
6002;001 740 714;2759613;1192306;1984;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1334;7;Saluferstrasse;33;7000;Chur
11158;160 013 677;2758618;1191140;2009;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;701;5;Segantinistrasse;36;7000;Chur
5340;001 740 072;2760606;1191995;1969;158  ;Anz. separate Wohnräume;  ;158;2;Plantaweg;12a;7000;Chur
;191 016 490;2759799;1193292;2014;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;900;4;Kronengasse;3;7000;Chur
4092;001 738 876;2759216;1190861;1650;145  ;Anz. separate Wohnräume;  ;145;2;Obere Plessurstrasse;41;7000;Chur
6002;001 740 715;2759613;1192292;1984;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1148;8;Saluferstrasse;35;7000;Chur
;191 016 491;2759785;1193293;2014;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1627;4;Kronengasse;1;7000;Chur
3504;190 009 840;2758510;1190987;2002;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;372;6;Pulvermühlestrasse;3;7000;Chur
5466;001 740 073;2760522;1191982;1970;165  ;Anz. separate Wohnräume;  ;165;2;Plantaweg;13;7000;Chur
8993;090 002 468;2759029;1190693;2001;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;622;5;Sägenstrasse;79;7000;Chur
5334;001 740 067;2760566;1191928;1967;129  ;Anz. separate Wohnräume;  ;129;1;Plantaweg;8;7000;Chur
4022;001 741 379;2758323;1191588;1943;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;84  ;Gebäude mit zwei Wohnungen;2;Untere Plessurstrasse;112;7000;Chur
11679;160 013 662;2759811;1192611;2008;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;330;5;Masanserstrasse;183;7000;Chur
7064;190 114 811;2759291;1190567;1959;951  ;Anz. separate Wohnräume;  ;951;2;Seilerbahnweg;7;7000;Chur
6380;001 740 701;2760910;1191873;1985;108 1;Anz. separate Wohnräume;1 ;108;2;Teuchelweg;59;7000;Chur
1482;001 738 862;2759325;1190850;1900;55  ;Anz. separate Wohnräume;  ;55;2;Obere Plessurstrasse;24;7000;Chur
3063;001 738 692;2759453;1190709;1850;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;114;5;Grabenstrasse;55;7000;Chur
10562;160 004 450;2760010;1192252;2004;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;172;4;Loëstrasse;133;7000;Chur
8968;001 741 437;2758291;1191799;1962;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;394;4;Giacomettistrasse;12;7000;Chur
3681;001 740 729;2759540;1191775;1935;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;75 2;Gebäude mit zwei Wohnungen;3;Amselweg;3;7000;Chur
1303;001 741 351;2758488;1191715;1912;101  ;Anz. separate Wohnräume;  ;101;3;Fortunastrasse;18;7000;Chur
1307;001 741 345;2758546;1191767;1910;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;165;3;Fortunastrasse;2;7000;Chur
10841;160 004 444;2759799;1193858;2004;135  ;Anz. separate Wohnräume;  ;135;2;Dammweg;12;7000;Chur
1460;001 738 686;2759481;1190815;1890;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;149;5;Grabenstrasse;38;7000;Chur
4248;001 741 423;2758457;1191798;1947;93  ;Anz. separate Wohnräume;  ;93;1;Enzianweg;4;7000;Chur
10977;190 062 777;2759003;1190379;2005;257  ;Anz. separate Wohnräume;  ;257;3;Winterbergweg;13;7000;Chur
5755;001 739 598;2759674;1192757;1974;176  ;Anz. separate Wohnräume;  ;176;1;Schellenbergstrasse;34;7000;Chur
7050;003 156 596;2758697;1192343;2000;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;577;6;Scalettastrasse;138;7000;Chur
2498;001 739 215;2759375;1190619;1895;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;137;5;Welschdörfli;9;7000;Chur
2563;001 739 201;2759824;1190347;1990;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;206 1;Gebäude mit zwei Wohnungen;3;Susenbühlstrasse;106;7000;Chur
3007;001 738 679;2759680;1190737;1900;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 131; ;5;Poststrasse;39;7000;Chur
1429;001 738 889;2759442;1191047;1987;837 1;Anz. separate Wohnräume;1 ;837;6;Gäuggelistrasse;16;7000;Chur
6180;001 740 932;2759211;1191466;1974;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;285;4;Nordstrasse;7;7000;Chur
3035;001 738 651;2759759;1190785;1892;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;170;4;Süsswinkelgasse;12;7000;Chur
6432;001 741 392;2758302;1191686;1982;61  ;Anz. separate Wohnräume;  ;61;2;Anemonenweg;4a;7000;Chur
;160 013 689;2759645;1193153;2008;Gebäude für Kultur- und  Freizeitzwecke;1261;Freizeitzwecke  ; ;2;Reitnauerweg;8;7000;Chur
2483;001 739 229;2759243;1190548;1978;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;400;4;Seilerbahnweg;8;7000;Chur
8956;001 741 386;2758413;1191729;1961;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;670;4;Signinastrasse;18;7000;Chur
4803;001 740 098;2760411;1192387;1958;99 2;Anz. separate Wohnräume;2 ;99;2;Prasserieweg;8;7000;Chur
3044;001 738 645;2759741;1190832; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;103;4;Süsswinkelgasse;4;7000;Chur
4033;160 004 487;2759859;1192495;2004;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;286;4;Masanserstrasse;164;7000;Chur
4373;001 740 926;2759186;1191874;1950;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;335;3;Tittwiesenstrasse;63;7000;Chur
6244;001 740 271;2760196;1191970;1980;144  ;Anz. separate Wohnräume;  ;144;2;Traubenweg;2;7000;Chur
7394;009 021 590;2760271;1190244;1995;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;227;3;Seidengut;5;7000;Chur
;009 001 126;2760075;1191456;1900;   ;Anz. separate Wohnräume;  ; ;4;Loëstrasse;37;7000;Chur
7030;001 740 517;2760082;1192705;1966;111  ;Anz. separate Wohnräume;  ;111;2;Dianaweg;4;7000;Chur
3863;190 835 509;2760451;1191816;2010;104  ;Anz. separate Wohnräume;  ;104;2;Bondastrasse;25;7000;Chur
6011;001 741 609;2758455;1192355;1970;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;229;9;Austrasse;44;7000;Chur
6141;001 740 503;2759988;1192671;1975;278  ;Anz. separate Wohnräume;  ;278;2;Carmennaweg;61;7000;Chur
2522;009 001 132;2759447;1190606;1650;101 1;Anz. separate Wohnräume;1 ;101;5;Malixerstrasse;3;7000;Chur
6961;009 021 584;2760176;1191891;1995;137  ;Anz. separate Wohnräume;  ;137;3;Meierweg;54;7000;Chur
6249;001 740 265;2760237;1191972;1982;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;174  ;Gebäude mit zwei Wohnungen;3;Lochertstrasse;23;7000;Chur
2840;400 017 813;2759950;1190671;1973;42 1;Anz. separate Wohnräume;1  ;42;Druckdatum:;St. Luzistrasse;29;7000;Chur
1358;001 741 153;2758745;1191150;1913;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;271;4;Segantinistrasse;26;7000;Chur
3387;001 739 956;2760492;1191729;1923;73  ;Anz. separate Wohnräume;  ;73;2;Berggasse;61;7000;Chur
5477;001 741 635;2758603;1192284;1970;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;432;9;Scalettastrasse;133;7000;Chur
3088;001 738 490;2759524;1190704;1969;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;90;6;Kupfergasse;11;7000;Chur
12048;160 016 242;2760359;1192788;2010;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;133  ;Gebäude mit zwei Wohnungen;2;Tellostrasse;19a;7000;Chur
5036;001 741 621;2758623;1192081;1974;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1011;8;Giacomettistrasse;54;7000;Chur
3830;001 739 942;2760417;1191627;1937;68 1;Anz. separate Wohnräume;1 ;68;3;Berggasse;39;7000;Chur
0;191 668 894;2759362;1191832;2019;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;862;4;Calandastrasse;62a;7000;Chur
3111;001 738 484;2759547;1190675;1966;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;183;5;Goldgasse;23;7000;Chur
1359;001 741 147;2758816;1191197;1912;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;166;4;Segantinistrasse;18;7000;Chur
5183;001 740 259;2760127;1191925;1964;97  ;Anz. separate Wohnräume;  ;97;3;Lochertstrasse;14;7000;Chur
2872;400 017 807;2759852;1190829;1993;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt  ; ;1;Sennhofstrasse;17;7000;Chur
5537;009 021 553;2760714;1192231;1995;618  ;Anz. separate Wohnräume;  ;618;2;Bondastrasse;123;7000;Chur
6408;400 017 634;2758496;1191197;1983;911  ;Anz. separate Wohnräume;  ;911;3;Güterstrasse;7;7000;Chur
6269;001 739 017;2760334;1190249;1978;89  ;Anz. separate Wohnräume;  ;89;2;Seidengut;12;7000;Chur
20007;001 210 666;2760815;1189809; ;  0;Anz. separate Wohnräume;0 ; ;2;Arosastrasse;3;7026;Maladers
5193;001 741 812;2759162;1192054;1965;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;820;8;Tittwiesenstrasse;80;7000;Chur
;001 739 771;2760178;1192868;1946;77  ;Anz. separate Wohnräume;  ;77;2;Cadonaustrasse;10;7000;Chur
1124;009 021 235;2758387;1191891;1991;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;755;3;Rheinstrasse;143;7000;Chur
7365;003 156 794;2760466;1191963;1996;112  ;Anz. separate Wohnräume;  ;112;2;Brändligasse;22c;7000;Chur
6758;009 021 221;2759669;1193636;1995;53  ;Anz. separate Wohnräume;  ;53;3;Stelleweg;33b;7000;Chur
;003 156 780;2760180;1191792;1910;132 2;Anz. separate Wohnräume;2 ;132;3;Meierweg;38;7000;Chur
6279;001 739 765;2759839;1193848;1979;107  ;Anz. separate Wohnräume;  ;107;2;Stelleweg;68;7000;Chur
4424;001 741 806;2758925;1192161;1951;101  ;Anz. separate Wohnräume;  ;101;2;Dreibündenstrasse;35;7000;Chur
6182;001 739 003;2760682;1189257;1968;97  ;Anz. separate Wohnräume;  ;97;2;Sassalstrasse;18;7000;Chur
3017;400 017 620;2759766;1190691;1672;Gebäude für Kultur- und  Freizeitzwecke;1261;Freizeitzwecke 462; ;5;Hofstrasse;1;7000;Chur
4656;001 741 190;2758738;1191352;1956;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;219;3;Oberalpstrasse;54;7000;Chur
11184;190 083 748;2760489;1192260;2005;124  ;Anz. separate Wohnräume;  ;124;2;Sapünweg;7;7000;Chur
0;001 739 995;2760651;1191814;1974;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;144  ;Gebäude mit zwei Wohnungen;3;Bondastrasse;1739995;7000;Chur
3173;001 738 453;2759496;1190665;1599;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;111;5;Obere Gasse;47;7000;Chur
6739;190 022 186;2759694;1193585;2003;53  ;Anz. separate Wohnräume;  ;53;2;Stelleweg;27a;7000;Chur
;001 739 981;2760629;1191659;1912;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;81  ;Gebäude mit zwei Wohnungen;3;Bondastrasse;48;7000;Chur
3093;001 738 447;2759525;1190674;1600;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;78;5;Obere Gasse;38;7000;Chur
;001 739 759;2759795;1193686;1957;122  ;Anz. separate Wohnräume;  ;122;1;Stelleweg;46;7000;Chur
1774;160 011 288;2758888;1190837;2008;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;289;4;Dahliastrasse;2;7000;Chur
4658;001 741 184;2758633;1191518;1956;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;358;4;Heroldstrasse;46;7000;Chur
3864;001 740 305;2760012;1192185;1939;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;135  ;Gebäude mit zwei Wohnungen;2;Vilanstrasse;10;7000;Chur
3862;400 017 783;2758366;1190888;1981;   ;Anz. separate Wohnräume;  ; ;2;Salvatorenstrasse;88;7000;Chur
1786;191 412 776;2758525;1191211;2015;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;97  ;Gebäude mit zwei Wohnungen;4;Güterstrasse;15;7000;Chur
3347;009 021 382;2758491;1191829;1993;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;101;3;Rheinstrasse;135;7000;Chur
7628;003 156 623;2760061;1193530;1998;58  ;Anz. separate Wohnräume;  ;58;3;Cadonaustrasse;123;7000;Chur
6087;009 001 052;2759425;1190991;1982;2371  ;Anz. separate Wohnräume;  ;2371;8;Engadinstrasse;25;7000;Chur
4252;001 740 463;2759876;1192325;1947;96  ;Anz. separate Wohnräume;  ;96;2;Weinbergstrasse;15;7000;Chur
4411;001 741 769;2758934;1192106;1951;94  ;Anz. separate Wohnräume;  ;94;2;Arnikaweg;6;7000;Chur
4351;001 740 477;2760024;1192415;1950;90  ;Anz. separate Wohnräume;  ;90;2;Kreuzgasse;70;7000;Chur
10008;009 001 046;2757964;1190587;1994;4099  ;Anz. separate Wohnräume;  ;4099;3;Comercialstrasse;22;7000;Chur
7635;003 156 637;2760019;1193558;1998;57  ;Anz. separate Wohnräume;  ;57;3;Cadonaustrasse;105;7000;Chur
7045;400 017 797;2758681;1192283;2001;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;525;6;Scalettastrasse;128;7000;Chur
6257;191 414 313;2758754;1190327;1985;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt 344; ;2;Kornquaderweg;25;7000;Chur
11537;160 011 303;2759779;1192628;2007;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;310;5;Schellenbergstrasse;8;7000;Chur
4403;001 740 311;2760139;1192289;1980;126  ;Anz. separate Wohnräume;  ;126;2;Calunastrasse;10;7000;Chur
11050;160 006 657;2759755;1193645;2005;83  ;Anz. separate Wohnräume;  ;83;2;Stelleweg;38;7000;Chur
1689;001 740 339;2759831;1191681;1900;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 166; ;4;Masanserstrasse;70;7000;Chur
3797;001 741 027;2759086;1191608;1936;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;105  ;Gebäude mit zwei Wohnungen;2;Scalettastrasse;42;7000;Chur
4724;001 741 741;2758869;1192064;1958;122  ;Anz. separate Wohnräume;  ;122;2;Krähenweg;9;7000;Chur
4943;001 739 822;2760057;1191308;1959;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;215;5;Loëstrasse;8;7000;Chur
3397;001 739 836;2759940;1191496;1922;117  ;Anz. separate Wohnräume;  ;117;2;Neubruchstrasse;21;7000;Chur
4719;001 741 755;2758841;1192072;1958;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;97  ;Gebäude mit zwei Wohnungen;2;Wachtelweg;10;7000;Chur
2559;001 739 188;2759727;1190310;1988;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1121;6;Susenbühlstrasse;41;7000;Chur
10086;001 741 033;2758937;1191748;1943;77  ;Anz. separate Wohnräume;  ;77;2;Scalettastrasse;62;7000;Chur
10847;160 006 643;2759761;1193875;2005;134  ;Anz. separate Wohnräume;  ;134;2;Dammweg;88;7000;Chur
3675;190 153 810;2759163;1190757;2008;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;521;6;Scesaplanaweg;3;7000;Chur
8922;400 017 740;2757904;1191362;2010;1449  ;Anz. separate Wohnräume;  ;1449;3;Pulvermühlestrasse;78;7000;Chur
2631;001 739 163;2760731;1188627;1900;63  ;Anz. separate Wohnräume;  ;63;2;Araschgerstrasse;94;7000;Chur
5766;001 739 605;2759644;1192792;1974;154  ;Anz. separate Wohnräume;  ;154;1;Schellenbergstrasse;41;7000;Chur
4461;009 001 091;2758997;1191909;1959;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse;143; ;Holunderweg;14;7000;Chur
1314;009 001 085;2758653;1191471;1960;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse;141; ;Heroldstrasse;40;7000;Chur
5775;001 739 611;2759621;1192761;1974;151  ;Anz. separate Wohnräume;  ;151;1;Schellenbergstrasse;47;7000;Chur
6302;001 739 177;2760596;1188728;1980;73  ;Anz. separate Wohnräume;  ;73;2;Kronenhofweg;14;7000;Chur
11180;400 017 754;2759102;1192711;1993;234  ;Anz. separate Wohnräume;  ;234;2;Rheinmühleweg;65;7000;Chur
1261;190 009 511;2757811;1192205;1987;921  ;Anz. separate Wohnräume;  ;921;1;Untere Plessurstrasse;170;7000;Chur
10965;001 739 639;2759805;1193125;1900;135  ;Anz. separate Wohnräume;  ;135;4;Masanserstrasse;230;7000;Chur
3023;001 738 527;2759750;1190756;1732;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;137;3;Rabengasse;12;7000;Chur
4419;001 741 782;2758909;1192153;1951;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;93  ;Gebäude mit zwei Wohnungen;2;Arnikaweg;31;7000;Chur
4372;001 740 488;2759941;1192454;1950;56  ;Anz. separate Wohnräume;  ;56;2;Mundaunweg;6;7000;Chur
2990;001 738 533;2759691;1190650;1566;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;52;5;Bärenloch;10;7000;Chur
5116;400 017 768;2758224;1190728;1966;   ;Anz. separate Wohnräume;  ; ;1;Ringstrasse;9;7000;Chur
5372;191 714 432;2760798;1191835;2019;110  ;Anz. separate Wohnräume;  ;110;3;Heckenweg;8;7000;Chur
6616;001 740 661;2760423;1192641;1988;69  ;Anz. separate Wohnräume;  ;69;4;Ruchenbergstrasse;53;7000;Chur
1405;001 738 902;2759165;1191031;1963;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;128  ;Gebäude mit zwei Wohnungen;2;Gäuggelistrasse;46;7000;Chur
1529;009 001 250;2759717;1191116;1976;392  ;Anz. separate Wohnräume;  ;392;5;Theaterweg;1;7000;Chur
10337;190 019 299;2759768;1194001;2003;85  ;Anz. separate Wohnräume;  ;85;2;Dammweg;134;7000;Chur
6215;160 013 702;2758085;1190510;1990;1454  ;Anz. separate Wohnräume;  ;1454;3;Comercialstrasse;11;7000;Chur
1322;001 741 219;2758702;1191359;1960;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen; ;3;Fliederweg;17a;7000;Chur
5502;001 740 107;2760268;1192592;1969;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;201  ;Gebäude mit zwei Wohnungen;2;Tellostrasse;1;7000;Chur
6019;001 740 113;2760346;1192598;1972;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;132  ;Gebäude mit zwei Wohnungen;2;Tellostrasse;6a;7000;Chur
10761;400 017 595;2759765;1193942;2003;70  ;Anz. separate Wohnräume;  ;70;2;Dammweg;112;7000;Chur
5186;009 001 244;2759940;1191151;1966;320  ;Anz. separate Wohnräume;  ;320;7;Steinbruchstrasse;18;7000;Chur
1475;001 738 916;2759377;1190956;1894;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 385; ;5;Engadinstrasse;30;7000;Chur
6630;001 740 675;2760792;1192103;1989;126  ;Anz. separate Wohnräume;  ;126;3;Teuchelweg;7;7000;Chur
1262;001 741 543;2758084;1192156;1810;66  ;Anz. separate Wohnräume;  ;66;2;Austrasse;17;7000;Chur
4099;001 740 885;2758872;1191293;1945;139  ;Anz. separate Wohnräume;  ;139;2;Rheinstrasse;51;7000;Chur
7034;001 741 225;2758599;1191367;1942;101 1;Anz. separate Wohnräume;1 ;101;2;Fliederweg;24;7000;Chur
6084;191 415 233;2760552;1189363;1982;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt 71; ;1;Sassalstrasse;57;7000;Chur
3549;001 741 231;2758687;1191157;1932;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;115;4;Untere Plessurstrasse;46;7000;Chur
6553;001 740 649;2760376;1192476;1990;75  ;Anz. separate Wohnräume;  ;75;4;Ruchenbergstrasse;32;7000;Chur
1078;001 740 891;2758892;1191368;1908;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;105;3;Rheinstrasse;58;7000;Chur
