Grundstueck-Nummer;EGID;Gebaeude-Koordinate X;Gebaeude-Koordinate Y;Gebaeude-Baujahr;Gebaeude-Kategorie;Gebaeude-Klasse-Nummer;Gebaeude-Klasse;Gebaeude-Flaeche;Gebaeude-Geschosse;Gebaeude-Strasse;Gebaeude-Hausnummer;Gebaeude-PLZ;Gebaeude-Ort
5907;001 741 894;2759507;1192582;1986;193  ;Anz. separate Wohnräume;  ;193;2;Wiesentalstrasse;180;7000;Chur
4613;001 740 552;2759994;1192536;1961;115  ;Anz. separate Wohnräume;  ;115;2;Carmennaweg;10;7000;Chur
5798;009 001 163;2757776;1191421;1976;1486  ;Anz. separate Wohnräume;  ;1486;3;Pulvermühlestrasse;84;7000;Chur
3793;001 740 234;2760016;1191814;1936;202  ;Anz. separate Wohnräume;  ;202;3;Loëstrasse;73;7000;Chur
5469;001 739 091;2759641;1190306;1969;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;506;3;Susenbühlstrasse;17;7000;Chur
3705;001 740 220;2759972;1191900;1934;72  ;Anz. separate Wohnräume;  ;72;2;Sonnhaldenstrasse;18;7000;Chur
5391;001 739 085;2759620;1190268;1967;112  ;Anz. separate Wohnräume;  ;112;2;Susenbühlstrasse;8;7000;Chur
8980;009 001 177;2757950;1190658;1963;557  ;Anz. separate Wohnräume;  ;557;1;Raschärenstrasse;31;7000;Chur
5288;001 741 658;2758659;1192197;1981;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;284;5;Scalettastrasse;115;7000;Chur
5900;001 741 880;2759552;1192514;1986;167  ;Anz. separate Wohnräume;  ;167;2;Wiesentalstrasse;152;7000;Chur
6141;001 740 546;2759947;1192659;1975;278  ;Anz. separate Wohnräume;  ;278;2;Carmennaweg;51;7000;Chur
1783;160 016 213;2758876;1190793;2009;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;839;5;Sägenstrasse;107;7000;Chur
;001 739 913;2760205;1191855;1905;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;131;4;Lürlibadstrasse;89;7000;Chur
10048;001 741 670;2758850;1191915;1957;57  ;Anz. separate Wohnräume;  ;57;2;Scalettastrasse;80;7000;Chur
;001 740 208;2759946;1191833;1906;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;231;4;Sonnenbergstrasse;17;7000;Chur
4540;001 741 102;2758832;1191556;1953;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;496;4;Julierweg;9;7000;Chur
8915;001 741 664;2758860;1191896;1954;60  ;Anz. separate Wohnräume;  ;60;2;Scalettastrasse;74;7000;Chur
3748;001 739 907;2760260;1191747;1923;111 2;Anz. separate Wohnräume;2 ;111;3;Lürlibadstrasse;76;7000;Chur
11887;160 016 207;2759585;1191585;2009;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;314;4;Gürtelstrasse;86;7000;Chur
12436;191 635 095;2760587;1192325;2019;152  ;Anz. separate Wohnräume;  ;152;3;Durannaweg;13;7000;Chur
3618;001 739 250;2758990;1190557;1910;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;139;6;Kasernenstrasse;37;7000;Chur
2938;001 738 628;2759738;1190873;1575;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;176;5;Reichsgasse;44;7000;Chur
1041;001 740 793;2759421;1191597;1912;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;134;3;Calandastrasse;16;7000;Chur
6029;001 739 536;2757874;1191946;1972;1627  ;Anz. separate Wohnräume;  ;1627;3;Felsenaustrasse;49;7000;Chur
5198;001 741 499;2758196;1191954;1962;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse;2108; ;Barblanstrasse;17;7000;Chur
1033;001 740 787;2759413;1191523;1931;119 4;Anz. separate Wohnräume;4 1;119;Druckdatum:;Calandastrasse;7;7000;Chur
1855;001 739 522;2757893;1190785;1900;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;61 2;Gebäude mit zwei Wohnungen;4;Raschärenstrasse;38;7000;Chur
4109;001 739 244;2759196;1190642;1800;494  ;Anz. separate Wohnräume;  ;494;3;Kasernenstrasse;10a;7000;Chur
2891;001 738 614;2759802;1191008;1650;431 1;Anz. separate Wohnräume;1 ;431;6;Reichsgasse;11;7000;Chur
12468;191 308 875;2760395;1192777;2015;127  ;Anz. separate Wohnräume;  ;127;3;Tellostrasse;22;7000;Chur
2842;001 738 600;2759890;1190668;1830;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;269;3;Hof;20;7000;Chur
4158;001 740 963;2759089;1191762;1947;94  ;Anz. separate Wohnräume;  ;94;2;Nordstrasse;50;7000;Chur
2441;001 739 278;2758814;1190381;1967;223  ;Anz. separate Wohnräume;  ;223;2;Kornquaderweg;17;7000;Chur
1893;191 621 023;2757953;1191340;2017;614  ;Anz. separate Wohnräume;  ;614;1;Pulvermühlestrasse;76;7000;Chur
6173;001 740 036;2760686;1192047;1977;183  ;Anz. separate Wohnräume;  ;183;2;Bondastrasse;95;7000;Chur
3810;191 442 272;2759121;1191562;2016;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;208;3;Scalettastrasse;36;7000;Chur
1492;001 738 833;2759322;1190884;1894;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;142  ;Gebäude mit zwei Wohnungen;3;Maienweg;8;7000;Chur
3908;001 740 750;2759501;1191839;1942;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;130;3;Wiesentalstrasse;49;7000;Chur
0;191 611 686;2760636;1192285;2018;190  ;Anz. separate Wohnräume;  ;190;2;Durannaweg;191611686;7000;Chur
4164;001 740 988;2759104;1191779;1946;90  ;Anz. separate Wohnräume;  ;90;2;Erlenweg;9;7000;Chur
10846;160 004 429;2759763;1193885;2004;69  ;Anz. separate Wohnräume;  ;69;2;Dammweg;90;7000;Chur
1056;001 740 744;2759556;1191837;2014;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;241;5;Wiesentalstrasse;54;7000;Chur
1814;001 739 287;2758698;1190601;1970;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;246;4;Kasernenstrasse;80;7000;Chur
4442;001 740 022;2760680;1191967;1952;114  ;Anz. separate Wohnräume;  ;114;3;Schützenweg;14;7000;Chur
4571;001 741 314;2759231;1191969;1959;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;263;4;Ringstrasse;147;7000;Chur
9886;160 004 415;2759831;1192692;2004;63  ;Anz. separate Wohnräume;  ;63;3;Masanserstrasse;190;7000;Chur
10023;001 741 472;2758185;1191811;1957;56  ;Anz. separate Wohnräume;  ;56;2;Rotbuchenweg;21;7000;Chur
3961;001 740 778;2759431;1191898;1943;59  ;Anz. separate Wohnräume;  ;59;2;Walserweg;21;7000;Chur
10027;001 741 466;2758217;1191775;1957;52  ;Anz. separate Wohnräume;  ;52;2;Rotbuchenweg;15;7000;Chur
4788;001 741 300;2759355;1191930;1957;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;368;4;Ringstrasse;168;7000;Chur
7037;001 741 467;2758231;1191799;1957;51  ;Anz. separate Wohnräume;  ;51;2;Rotbuchenweg;16;7000;Chur
3970;001 740 779;2759409;1191930;1942;9  ;Anz. separate Wohnräume;  ;9;2;Walserweg;22;7000;Chur
5223;191 320 691;2759530;1190293;2015;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;165  ;Gebäude mit zwei Wohnungen;2;St. Antönienweg;21;7000;Chur
4712;001 741 301;2759387;1191936;1955;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;355;4;Ringstrasse;170;7000;Chur
4639;001 741 315;2759261;1191961;1956;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;202;4;Ringstrasse;151;7000;Chur
4807;191 246 272;2758803;1191265;2015;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;311;4;Heroldstrasse;10;7000;Chur
10022;001 741 473;2758183;1191847;1956;56  ;Anz. separate Wohnräume;  ;56;2;Rotbuchenweg;22;7000;Chur
10332;160 004 414;2759869;1192717;2003;109  ;Anz. separate Wohnräume;  ;109;2;Kantenstrasse;26;7000;Chur
1057;001 740 745;2759578;1191841;1907;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 192; ;4;Wiesentalstrasse;56;7000;Chur
3996;001 738 826;2759348;1191139;1942;1270 0;Anz. separate Wohnräume;0 ;1270;5;Tivolistrasse;3;7000;Chur
4814;001 740 023;2760643;1191975;1961;48  ;Anz. separate Wohnräume;  ;48;2;Schützenweg;15;7000;Chur
1814;001 739 286;2758730;1190597;1970;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;246;5;Kasernenstrasse;78;7000;Chur
3810;191 442 273;2759097;1191555;2016;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;208;3;Scalettastrasse;34;7000;Chur
6173;001 740 037;2760684;1192046;1977;182  ;Anz. separate Wohnräume;  ;182;2;Bondastrasse;97;7000;Chur
11534;160 013 632;2759804;1192660;2008;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;510;5;Masanserstrasse;185;7000;Chur
10848;160 004 428;2759762;1193875;2004;135  ;Anz. separate Wohnräume;  ;135;2;Dammweg;86;7000;Chur
4170;001 740 989;2759121;1191805;1947;91  ;Anz. separate Wohnräume;  ;91;2;Erlenweg;10;7000;Chur
1494;001 738 832;2759299;1190879;1894;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen; ;4;Maienweg;6;7000;Chur
4919;001 740 751;2759572;1191875;1960;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;376;4;Wiesentalstrasse;58;7000;Chur
3503;001 738 601;2759857;1191014;1850;313  ;Anz. separate Wohnräume;  ;313;5;Hofgraben;5;7000;Chur
4157;001 740 962;2759101;1191742;1947;91 1;Anz. separate Wohnräume;1 ;91;2;Nordstrasse;48;7000;Chur
5444;001 739 279;2758815;1190344;1967;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;124;3;Kornquaderweg;19;7000;Chur
4202;001 740 976;2759141;1191811;1946;78  ;Anz. separate Wohnräume;  ;78;2;Tulpenweg;12;7000;Chur
2964;001 738 615;2759775;1191007;1860;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;111;4;Reichsgasse;12;7000;Chur
9371;001 739 523;2757882;1190797;1999;123 1;Anz. separate Wohnräume;1 ;123;3;Raschärenstrasse;40;7000;Chur
3287;001 740 786;2759439;1191520;1900;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;162;5;Calandastrasse;4;7000;Chur
12470;191 368 170;2760426;1192786;2015;189  ;Anz. separate Wohnräume;  ;189;2;Tellostrasse;26;7000;Chur
4808;001 741 498;2758252;1191950;1960;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;360;4;Barblanstrasse;16;7000;Chur
2481;001 739 245;2759184;1190590;1896;77 1;Anz. separate Wohnräume;1 ;77;3;Kasernenstrasse;11;7000;Chur
6726;001 739 251;2758975;1190529;1912;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;170;5;Kasernenstrasse;47;7000;Chur
12435;191 635 094;2760595;1192313;2018;152  ;Anz. separate Wohnräume;  ;152;3;Durannaweg;11;7000;Chur
4307;001 739 537;2757764;1192105;1977;Gebäude für Kultur- und  Freizeitzwecke;1261;Freizeitzwecke  ; ;3;Felsenaustrasse;55;7000;Chur
1032;001 740 792;2759394;1191574;1902;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;93;3;Calandastrasse;15;7000;Chur
12093;190 648 418;2759928;1193556;2012;120  ;Anz. separate Wohnräume;  ;120;2;Tschuggenstrasse;51;7000;Chur
2937;001 738 629;2759740;1190861;1667;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;75;4;Reichsgasse;46;7000;Chur
4540;001 741 103;2758833;1191556;1953;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;497;4;Julierweg;11;7000;Chur
11303;160 016 206;2759537;1191524;2009;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1205;4;Gürtelstrasse;78;7000;Chur
4626;001 741 665;2758839;1191864;1954;53  ;Anz. separate Wohnräume;  ;53;2;Scalettastrasse;75;7000;Chur
;001 739 906;2760212;1191731;1923;148  ;Anz. separate Wohnräume;  ;148;3;Lürlibadstrasse;73;7000;Chur
;001 739 912;2760211;1191832;1900;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;109;4;Lürlibadstrasse;85;7000;Chur
4629;001 741 671;2758831;1191880;1954;53  ;Anz. separate Wohnräume;  ;53;2;Scalettastrasse;81;7000;Chur
1783;160 016 212;2758822;1190811;2009;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;883;4;Sägenstrasse;113;7000;Chur
4251;001 741 117;2758859;1191421;1949;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 241; ;4;Rheinstrasse;64;7000;Chur
3383;001 740 209;2759974;1191785;1921;68  ;Anz. separate Wohnräume;  ;68;2;Sonnenbergstrasse;18;7000;Chur
4836;160 008 762;2760128;1192180;2006;141  ;Anz. separate Wohnräume;  ;141;2;Loëstrasse;106a;7000;Chur
5292;001 739 084;2759616;1190281;1967;112  ;Anz. separate Wohnräume;  ;112;2;Susenbühlstrasse;6;7000;Chur
;001 740 221;2759846;1191976;1989;122 1;Anz. separate Wohnräume;1 ;122;2;Kaltbrunnstrasse;1;7000;Chur
6141;001 740 547;2759947;1192659;1975;278  ;Anz. separate Wohnräume;  ;278;2;Carmennaweg;53;7000;Chur
5899;001 741 881;2759539;1192516;1986;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;174  ;Gebäude mit zwei Wohnungen;2;Wiesentalstrasse;154;7000;Chur
6120;001 741 659;2758745;1192021;1974;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;564;4;Scalettastrasse;97;7000;Chur
9191;009 001 162;2757767;1191369;1974;1824  ;Anz. separate Wohnräume;  ;1824;2;Pulvermühlestrasse;82;7000;Chur
4818;001 740 553;2759957;1192541;1968;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;344;3;Carmennaweg;11;7000;Chur
5908;001 741 895;2759505;1192596;1986;187  ;Anz. separate Wohnräume;  ;187;2;Wiesentalstrasse;182;7000;Chur
5394;001 739 090;2759651;1190236;1968;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;128  ;Gebäude mit zwei Wohnungen;2;Susenbühlstrasse;16;7000;Chur
;001 740 235;2760089;1191847;1936;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;132;5;Loëstrasse;74;7000;Chur
11201;160 008 776;2759363;1192293;2006;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;516;6;Giacomettistrasse;106;7000;Chur
1748;400 017 658;2758852;1190738;1963;   ;Anz. separate Wohnräume;  ; ;3;Kasernenstrasse;36;7000;Chur
20212;003 035 277;2762075;1189720; ;   ;Anz. separate Wohnräume;  ; ;2;Valtoris;6;7026;Maladers
20232;190 295 868;2762509;1189785;1971;36  ;Anz. separate Wohnräume;  ;36;1;Schwiirainweg;29;7026;Maladers
3980;009 001 189;2759032;1191162;1991;328  ;Anz. separate Wohnräume;  ;328;3;Rheinstrasse;25;7000;Chur
1449;009 021 259;2759337;1190747;1900;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;249;3;Obere Plessurstrasse;15;7000;Chur
20791;003 035 263;2761683;1189179; ;   ;Anz. separate Wohnräume;  ; ;3;Arosastrasse;43;7026;Maladers
2819;001 738 417;2759828;1190609;1974;505  ;Anz. separate Wohnräume;  ;505;2;Jochstrasse;29;7000;Chur
5012;001 739 709;2759795;1193451;1964;93  ;Anz. separate Wohnräume;  ;93;2;Deutsche Strasse;10;7000;Chur
4476;191 612 615;2758858;1190407;2018;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;351;5;Grünbergweg;6;7000;Chur
4909;001 739 047;2759524;1190572;1727;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;159  ;Gebäude mit zwei Wohnungen;3;Lindenquai;14;7000;Chur
3476;191 466 110;2761246;1192201;1997;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt 99; ;1;Berggasse;101;7000;Chur
6702;009 021 503;2759891;1190249;1991;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;66;4;Susenbühlstrasse;66;7000;Chur
10458;400 017 664;2759799;1193361;2003;56  ;Anz. separate Wohnräume;  ;56;2;Kronenwingert;6;7000;Chur
5065;001 740 584;2759856;1192537;1964;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;512;3;Masanserstrasse;166;7000;Chur
6322;001 739 721;2759890;1193430;1980;120  ;Anz. separate Wohnräume;  ;120;2;Fadäraweg;5;7000;Chur
1007;001 741 842;2759271;1192018;1972;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1011;5;Aspermontstrasse;9;7000;Chur
2765;001 741 856;2759521;1192054;1900;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;125;4;Wiesentalstrasse;86;7000;Chur
;001 739 735;2759682;1193506;1921;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;92  ;Gebäude mit zwei Wohnungen;3;Lichtensteinweg;16;7000;Chur
1629;009 021 271;2758056;1192114;1994;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;158  ;Gebäude mit zwei Wohnungen;3;Austrasse;11a;7000;Chur
6714;009 021 517;2759231;1191635;1993;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1107;4;Werkstrasse;29;7000;Chur
;400 017 670;2760074;1191340;1902;605  ;Anz. separate Wohnräume;  ;605;2;Loëstrasse;16;7000;Chur
3318;001 740 369;2759669;1191844;1925;76  ;Anz. separate Wohnräume;  ;76;2;Heimstrasse;10;7000;Chur
3660;001 741 077;2759003;1191412;1932;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;83;3;Oberalpstrasse;30;7000;Chur
10006;009 021 488;2759058;1192179;1992;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;238;5;Dreibündenstrasse;46;7000;Chur
4470;001 739 872;2760108;1191707;1953;85  ;Anz. separate Wohnräume;  ;85;2;Silserweg;6;7000;Chur
10071;001 741 711;2758959;1191894;1947;63  ;Anz. separate Wohnräume;  ;63;2;Holunderweg;10;7000;Chur
10101;001 741 705;2758999;1191882;1946;62  ;Anz. separate Wohnräume;  ;62;2;Birkenweg;11;7000;Chur
4381;001 739 866;2760139;1191577;1951;81 1;Anz. separate Wohnräume;1 ;81;2;Madrisaweg;8;7000;Chur
12155;190 663 514;2759997;1193519;2013;107  ;Anz. separate Wohnräume;  ;107;2;Tschuggenstrasse;58;7000;Chur
3254;001 741 063;2758998;1191758;1922;55  ;Anz. separate Wohnräume;  ;55;2;Sonnenweg;11;7000;Chur
12614;191 204 337;2759541;1192737;2015;136  ;Anz. separate Wohnräume;  ;136;2;Wiesentalstrasse;222;7000;Chur
1404;190 153 868;2759384;1191226;1858;Gebäude des Verkehrs- und  Nachrichtenswesens ohne Garagen;1241;Nachrichtenswesens ohne Garagen 1441;2;Druckdatum:;Bahnhofplatz;1;7000;Chur
;001 740 355;2759676;1191903;1910;52  ;Anz. separate Wohnräume;  ;52;3;Eggerstrasse;6;7000;Chur
2826;001 738 588;2759792;1190652;1522;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;131 1;Gebäude mit zwei Wohnungen;4;Hof;1;7000;Chur
5270;001 739 696;2759956;1193406;1965;75  ;Anz. separate Wohnräume;  ;75;2;Tschuggenstrasse;36;7000;Chur
;001 740 433;2759771;1191954;1935;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;163;4;Masanserstrasse;119;7000;Chur
6459;009 001 016;2759606;1191268;1985;153  ;Anz. separate Wohnräume;  ;153;7;Alexanderstrasse;18;7000;Chur
4715;001 741 739;2758889;1192030;1957;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;97  ;Gebäude mit zwei Wohnungen;2;Krähenweg;5;7000;Chur
5232;191 400 450;2757880;1191515;2016;815  ;Anz. separate Wohnräume;  ;815;4;Industriestrasse;5;7000;Chur
;001 740 427;2759785;1191864;1912;84  ;Anz. separate Wohnräume;  ;84;3;Masanserstrasse;111;7000;Chur
5115;001 740 341;2759908;1191706;1965;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;243;3;Masanserstrasse;80;7000;Chur
3371;190 106 100;2759446;1191626;2002;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;309;4;Gürtelstrasse;81;7000;Chur
;001 739 669;2759984;1193186; ;63  ;Anz. separate Wohnräume;  ;63;3;Kirchgasse Masans;81;7000;Chur
;001 738 577;2759891;1191065; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;200;3;Haldenweg;3;7000;Chur
2669;001 738 563;2759970;1190450; ;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;229 2;Gebäude mit zwei Wohnungen;3;St. Luzistrasse;6;7000;Chur
1879;400 017 738;2757947;1191271;1900;47  ;Anz. separate Wohnräume;  ;47;1;Pulvermühlestrasse;69;7000;Chur
3915;001 741 088;2758964;1191482;1942;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;123;4;Sennensteinstrasse;11;7000;Chur
;001 740 396;2759700;1191798;1912;82  ;Anz. separate Wohnräume;  ;82;3;Montalinstrasse;16;7000;Chur
5416;001 739 133;2759537;1190256;1966;79  ;Anz. separate Wohnräume;  ;79;3;St. Antönienweg;26;7000;Chur
6593;001 741 936;2759023;1192222;1990;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;469;4;Dreibündenstrasse;78;7000;Chur
4933;001 739 655;2759955;1193299;1960;129 1;Anz. separate Wohnräume;1 ;129;1;Gemsweg;5;7000;Chur
6588;001 741 922;2759013;1192163;1988;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;245;4;Dreibündenstrasse;50;7000;Chur
5342;190 657 896;2760623;1191863;2012;130  ;Anz. separate Wohnräume;  ;130;2;Bondastrasse;67;7000;Chur
4665;001 739 899;2760214;1191582;1960;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;194;4;Lürlibadstrasse;55;7000;Chur
3476;400 017 704;2760735;1190959;1942;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt 80; ;2;Mittenberg;508;7000;Chur
;001 740 382;2759769;1191862;1910;84  ;Anz. separate Wohnräume;  ;84;3;Lachenweg;3;7000;Chur
6177;001 739 127;2759431;1190281;1974;131  ;Anz. separate Wohnräume;  ;131;3;St. Antönienweg;16;7000;Chur
1288;001 741 513;2758247;1192061;1963;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;251;5;Myrthenweg;33;7000;Chur
7034;001 741 261;2758519;1191350;1942;69  ;Anz. separate Wohnräume;  ;69;2;Allemannweg;17;7000;Chur
6444;001 740 619;2760746;1192045;1982;78  ;Anz. separate Wohnräume;  ;78;2;Bondastrasse;98;7000;Chur
8977;001 741 507;2758140;1191966;1963;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;573;4;Myrthenweg;15;7000;Chur
5130;009 001 200;2758207;1191126;1984;196  ;Anz. separate Wohnräume;  ;196;1;Ringstrasse;26;7000;Chur
4972;001 738 952;2760016;1193441;1965;1008 3;Anz. separate Wohnräume;3 1;1008;Druckdatum:;Cadonaustrasse;73;7000;Chur
4848;001 740 631;2760819;1192318;1959;67  ;Anz. separate Wohnräume;  ;67;3;Bondastrasse;136;7000;Chur
5086;001 739 494;2758186;1190106;1963;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;121  ;Gebäude mit zwei Wohnungen;3;Foralweg;60;7000;Chur
20691;001 210 583;2761787;1189405; ;   ;Anz. separate Wohnräume;  ; ;2;Winkel;2;7026;Maladers
7033;001 741 249;2758606;1191458;1942;64  ;Anz. separate Wohnräume;  ;64;2;Allemannweg;4;7000;Chur
4286;001 740 157;2759874;1191619;1948;88  ;Anz. separate Wohnräume;  ;88;3;Splügenstrasse;5;7000;Chur
5108;001 740 143;2760313;1192754;1963;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;157  ;Gebäude mit zwei Wohnungen;2;Prätschliweg;10;7000;Chur
6454;001 740 625;2760777;1192197;1987;149  ;Anz. separate Wohnräume;  ;149;2;Bondastrasse;120;7000;Chur
;001 738 946;2759821;1191578;1810;Krankenhäuser und  Facheinrichtungen des ;1264;Facheinrichtungen des  Gesundheitswesens;292;5;Masanserstrasse;55;7000;Chur
2438;001 739 480;2758572;1190404;1987;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;615;5;Foralweg;11;7000;Chur
20142;001 210 597;2761639;1189244; ;   ;Anz. separate Wohnräume;  ; ;2;Under Matätsch;14;7026;Maladers
5219;009 001 214;2757600;1190943;1967;1511  ;Anz. separate Wohnräume;  ;1511;2;Rossbodenstrasse;14;7000;Chur
4584;001 740 816;2759298;1191827;1954;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;196;3;Calandastrasse;57;7000;Chur
